2.641163827253991628e-03,5.035479256485973776e-02,2.448960195613239608e-03
1.682711984254449357e-03,5.035676968691424338e-02,-1.265859558141376601e-02
2.078011252494468310e-03,4.998339318186749425e-02,-1.149971081581067402e-02
2.126282879909783662e-03,5.064035761669718333e-02,7.053566846047663180e-03
2.875245359266827023e-03,5.080481094414831394e-02,1.091981893114470775e-02
1.800924602574385325e-03,5.014433173990358317e-02,-2.592239074205793595e-02
1.793178376888219941e-03,5.114084790531242541e-02,-1.146398313605452579e-02
2.924696319886298506e-03,4.988525347107213709e-02,7.207607494158530491e-03
1.725378195188303522e-03,5.083709062316765087e-02,-1.334565167848240572e-02
1.735629778641617363e-03,5.080454292356888918e-02,-1.463994682673930466e-02
2.238300674839928655e-03,5.035398455389399758e-02,-9.581471319744953863e-03
2.640468691908680939e-03,5.028621788229320488e-02,9.048611632975666480e-03
1.887784065232750398e-03,5.052859768278089581e-02,-2.001672502536847031e-02
1.694080232939011547e-03,5.137026675164739487e-02,2.425429429366011275e-03
2.473594768311042792e-03,5.096938156012029153e-02,5.458938897620316602e-03
2.329403572971985685e-03,5.009617644704523337e-02,-1.574603043358393031e-02
2.447059621229532352e-03,5.024058014360101992e-02,-1.134507526820141207e-02
1.993654115625935128e-03,5.116509848255915149e-02,-3.892117889182419160e-03
2.817437822872183913e-03,5.075486069948653006e-02,-1.468146869939975646e-02
1.908242341193517981e-03,5.100298820561333796e-02,-1.169367632573372132e-02
2.803686136581386070e-03,5.039263746751663359e-02,-1.856422282362747700e-03
2.234586045059766893e-03,5.047968934445880296e-02,3.338796514467308810e-03
2.967559319148271001e-03,5.049103489910321957e-02,2.260288799132004200e-02
2.214572075153352880e-03,5.039693988618040160e-02,1.752268578383741476e-03
2.147456444917543190e-03,5.072332301229791340e-02,-9.137866524431466700e-03
2.524221987561168796e-03,5.005288771807615833e-02,-9.978630240842362165e-03
1.747608617679490993e-03,5.111835911982736541e-02,-8.662450544811052533e-04
1.927123504985478984e-03,5.084471327774518074e-02,-1.964365064348268242e-02
2.223041194687450008e-03,5.037011336567421421e-02,-5.574491400814896025e-03
1.460789647580451600e-03,4.988994127545171714e-02,8.901323697850144906e-03
2.548033133431684433e-03,4.949420852485907768e-02,8.209263642952956130e-03
2.557492500628124645e-03,4.989643193652317649e-02,2.883199003762305923e-03
